old_url,new_url,file_path,filename
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/create-vulnerability-prioritization-rules/ta-p/75602,/docs/create-vulnerability-prioritization-rules,Cyber Security And Risk Insights\Create vulnerability prioritization rules.md,Create vulnerability prioritization rules.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/customize-the-list-of-vulnerabilities/ta-p/65514,/docs/customize-the-list-of-vulnerabilities,Cyber Security And Risk Insights\Customize the list of vulnerabilities.md,Customize the list of vulnerabilities.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/ignore-assets-and-vulnerabilities/ta-p/64778,/docs/ignore-assets-and-vulnerabilities,Cyber Security And Risk Insights\Ignore assets and vulnerabilities.md,Ignore assets and vulnerabilities.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/introduction-to-vulnerability-risk-assessment/ta-p/67925,/docs/introduction-to-vulnerability-risk-assessment,Cyber Security And Risk Insights\Introduction to Vulnerability Risk Assessment.md,Introduction to Vulnerability Risk Assessment.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/prioritize-your-risk-mitigation-actions-through-affected-product/ta-p/73114,/docs/prioritize-your-risk-mitigation-actions-through-affected-product-categorization,Cyber Security And Risk Insights\Prioritize your risk mitigation actions through Affected Product Categorization.md,Prioritize your risk mitigation actions through Affected Product Categorization.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/resolve-vulnerabilities/ta-p/75267,/docs/resolve-vulnerabilities,Cyber Security And Risk Insights\Resolve vulnerabilities.md,Resolve vulnerabilities.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/understanding-exploitability-fields/ta-p/77274,/docs/understanding-exploitability-fields,Cyber Security And Risk Insights\Understanding exploitability fields.md,Understanding exploitability fields.md
https://community.lansweeper.com/t5/cyber-security-and-risk-insights/view-the-vulnerabilities-affecting-assets/ta-p/64846,/docs/view-the-vulnerabilities-affecting-assets,Cyber Security And Risk Insights\View the vulnerabilities affecting assets.md,View the vulnerabilities affecting assets.md
https://community.lansweeper.com/t5/deploying-software-other-changes/check-the-status-of-a-deployment/ta-p/64318,/docs/check-the-status-of-a-deployment,Deploying Software Other Changes\Check the status of a deployment.md,Check the status of a deployment.md
https://community.lansweeper.com/t5/deploying-software-other-changes/create-a-deployment-package/ta-p/64332,/docs/create-a-deployment-package,Deploying Software Other Changes\Create a deployment package.md,Create a deployment package.md
https://community.lansweeper.com/t5/deploying-software-other-changes/deploy-a-package-manually-or-based-on-a-schedule/ta-p/64329,/docs/deploy-a-package-manually-or-based-on-a-schedule,Deploying Software Other Changes\Deploy a package manually or based on a schedule.md,Deploy a package manually or based on a schedule.md
https://community.lansweeper.com/t5/deploying-software-other-changes/deployment-requirements/ta-p/64326,/docs/deployment-requirements,Deploying Software Other Changes\Deployment requirements.md,Deployment requirements.md
https://community.lansweeper.com/t5/deploying-software-other-changes/import-and-export-deployment-packages/ta-p/64313,/docs/import-and-export-deployment-packages,Deploying Software Other Changes\Import and export deployment packages.md,Import and export deployment packages.md
https://community.lansweeper.com/t5/diagrams/create-permissions-for-diagrams/ta-p/67652,/docs/create-permissions-for-diagrams,Diagrams\Create permissions for diagrams.md,Create permissions for diagrams.md
https://community.lansweeper.com/t5/diagrams/diagrams/ta-p/65571,/docs/diagrams,Diagrams\Diagrams.md,Diagrams.md
https://community.lansweeper.com/t5/diagrams/discover-asset-relations-with-diagrams/ta-p/67648,/docs/discover-asset-relations-with-diagrams,Diagrams\Discover asset relations with diagrams.md,Discover asset relations with diagrams.md
https://community.lansweeper.com/t5/diagrams/export-diagrams/ta-p/67651,/docs/export-diagrams,Diagrams\Export diagrams.md,Export diagrams.md
https://community.lansweeper.com/t5/diagrams/filter-assets-on-diagrams/ta-p/67650,/docs/filter-assets-on-diagrams,Diagrams\Filter assets on diagrams.md,Filter assets on diagrams.md
https://community.lansweeper.com/t5/diagrams/find-assets-with-integrated-search-on-diagrams/ta-p/67649,/docs/find-assets-with-integrated-search-on-diagrams,Diagrams\Find assets with integrated search on diagrams.md,Find assets with integrated search on diagrams.md
https://community.lansweeper.com/t5/diagrams/generate-diagrams/ta-p/67647,/docs/generate-diagrams,Diagrams\Generate diagrams.md,Generate diagrams.md
https://community.lansweeper.com/t5/diagrams/navigate-diagrams/ta-p/67793,/docs/navigate-diagrams,Diagrams\Navigate diagrams.md,Navigate diagrams.md
https://community.lansweeper.com/t5/diagrams/personalize-diagrams/ta-p/67645,/docs/personalize-diagrams,Diagrams\Personalize diagrams.md,Personalize diagrams.md
https://community.lansweeper.com/t5/installation/access-the-web-console/ta-p/64322,/docs/access-the-web-console,Installation\Access the web console.md,Access the web console.md
https://community.lansweeper.com/t5/installation/apply-your-lansweeper-license/ta-p/64310,/docs/apply-your-lansweeper-license,Installation\Apply your Lansweeper license.md,Apply your Lansweeper license.md
https://community.lansweeper.com/t5/installation/comparing-lansweeper-sites-and-lansweeper-on-premises/ta-p/65117,/docs/comparing-lansweeper-sites-and-lansweeper-on-premises,Installation\Comparing Lansweeper Sites and Lansweeper On-premises.md,Comparing Lansweeper Sites and Lansweeper On-premises.md
https://community.lansweeper.com/t5/installation/configuring-a-sql-server-instance-to-host-the-lansweeper-database/ta-p/64276,/docs/configuring-a-sql-server-instance-to-host-the-lansweeper-database,Installation\Configuring a SQL Server instance to host the Lansweeper database.md,Configuring a SQL Server instance to host the Lansweeper database.md
https://community.lansweeper.com/t5/installation/credential-and-database-security-in-lansweeper/ta-p/64424,/docs/credential-and-database-security-in-lansweeper,Installation\Credential and database security in Lansweeper.md,Credential and database security in Lansweeper.md
https://community.lansweeper.com/t5/installation/getting-started/ta-p/64556,/docs/getting-started,Installation\Getting Started.md,Getting Started.md
https://community.lansweeper.com/t5/installation/install-iis-internet-information-services/ta-p/64422,/docs/install-iis-internet-information-services,Installation\Install IIS (Internet Information Services).md,Install IIS (Internet Information Services).md
https://community.lansweeper.com/t5/installation/install-lansweeper-components-separately/ta-p/73925,/docs/install-lansweeper-components-separately,Installation\Install Lansweeper components separately.md,Install Lansweeper components separately.md
https://community.lansweeper.com/t5/installation/install-lansweeper-on-prem/ta-p/64321,/docs/install-lansweeper-on-prem,Installation\Install Lansweeper On-prem.md,Install Lansweeper On-prem.md
https://community.lansweeper.com/t5/installation/lansweeper-classic-components-and-architecture/ta-p/64387,/docs/lansweeper-classic-components-and-architecture,Installation\Lansweeper Classic components and architecture.md,Lansweeper Classic components and architecture.md
https://community.lansweeper.com/t5/installation/lansweeper-installation-and-management-types/ta-p/72699,/docs/lansweeper-installation-and-management-types,Installation\Lansweeper installation and management types.md,Lansweeper installation and management types.md
https://community.lansweeper.com/t5/installation/lansweeper-installation-checklist/ta-p/64592,/docs/lansweeper-installation-checklist,Installation\Lansweeper installation checklist.md,Lansweeper installation checklist.md
https://community.lansweeper.com/t5/installation/set-up-an-installation-with-multiple-scanning-servers/ta-p/64358,/docs/set-up-an-installation-with-multiple-scanning-servers,Installation\Set up an installation with multiple scanning servers.md,Set up an installation with multiple scanning servers.md
https://community.lansweeper.com/t5/installation/silently-install-uninstall-or-update-lansweeper/ta-p/64507,/docs/silently-install-uninstall-or-update-lansweeper,"Installation\Silently install, uninstall, or update Lansweeper.md","Silently install, uninstall, or update Lansweeper.md"
https://community.lansweeper.com/t5/installation/trialling-lansweeper/ta-p/72708,/docs/trialling-lansweeper,Installation\Trialling Lansweeper.md,Trialling Lansweeper.md
https://community.lansweeper.com/t5/installation/which-lansweeper-setup-is-right-for-you/ta-p/64593,/docs/which-lansweeper-setup-is-right-for-you,Installation\Which Lansweeper setup is right for you.md,Which Lansweeper setup is right for you.md
https://community.lansweeper.com/t5/integrations/import-lansweeper-data-into-microsoft-power-bi/ta-p/78904,/docs/import-lansweeper-data-into-microsoft-power-bi,Integrations\Import Lansweeper data into Microsoft Power BI.md,Import Lansweeper data into Microsoft Power BI.md
https://community.lansweeper.com/t5/integrations/integrate-devicie-with-lansweeper/ta-p/75471,/docs/integrate-devicie-with-lansweeper,Integrations\Integrate Devicie with Lansweeper.md,Integrate Devicie with Lansweeper.md
https://community.lansweeper.com/t5/integrations/integrate-lansweeper-with-syncfish-s-ci-synchronizer-ci-sync-for-servicenow/ta-p/79766,/docs/integrate-lansweeper-with-syncfishs-ci-synchronizer-ci-sync-for-servicenow-cmdb,Integrations\Integrate Lansweeper with Syncfish's CI Synchronizer (CI Sync) for ServiceNow CMDB.md,Integrate Lansweeper with Syncfish's CI Synchronizer (CI Sync) for ServiceNow CMDB.md
https://community.lansweeper.com/t5/integrations/integrate-licenseware-with-lansweeper/ta-p/73635,/docs/integrate-licenseware-with-lansweeper,Integrations\Integrate Licenseware with Lansweeper.md,Integrate Licenseware with Lansweeper.md
https://community.lansweeper.com/t5/integrations/integrate-with-the-lansweeper-app-for-jira-service-management-assets/ta-p/68383,/docs/integrate-with-the-lansweeper-app-for-jira-service-management-assets,Integrations\Integrate with the Lansweeper App for Jira Service Management Assets.md,Integrate with the Lansweeper App for Jira Service Management Assets.md
https://community.lansweeper.com/t5/integrations/integrate-with-the-lansweeper-app-for-jira-service-management-ticket/ta-p/78522,/docs/integrate-with-the-lansweeper-app-for-jira-service-management-ticket-enrichment,Integrations\Integrate with the Lansweeper App for Jira Service Management Ticket Enrichment.md,Integrate with the Lansweeper App for Jira Service Management Ticket Enrichment.md
https://community.lansweeper.com/t5/lansweeper-maintenance/back-up-your-installation/ta-p/64309,/docs/back-up-your-installation,Lansweeper Maintenance\Back up your installation.md,Back up your installation.md
https://community.lansweeper.com/t5/lansweeper-maintenance/change-the-lansweeper-database-password/ta-p/64305,/docs/change-the-lansweeper-database-password,Lansweeper Maintenance\Change the Lansweeper database password.md,Change the Lansweeper database password.md
https://community.lansweeper.com/t5/lansweeper-maintenance/check-for-lansweeper-updates/ta-p/64339,/docs/check-for-lansweeper-updates,Lansweeper Maintenance\Check for Lansweeper updates.md,Check for Lansweeper updates.md
https://community.lansweeper.com/t5/lansweeper-maintenance/connect-to-a-sql-compact-database-with-sql-compact-toolbox/ta-p/64283,/docs/connect-to-a-sql-compact-database-with-sql-compact-toolbox,Lansweeper Maintenance\Connect to a SQL Compact database with SQL Compact Toolbox.md,Connect to a SQL Compact database with SQL Compact Toolbox.md
https://community.lansweeper.com/t5/lansweeper-maintenance/connect-to-sql-localdb-using-sql-server-management-studio/ta-p/64541,/docs/connect-to-sql-localdb-using-sql-server-management-studio,Lansweeper Maintenance\Connect to SQL LocalDB using SQL Server Management Studio.md,Connect to SQL LocalDB using SQL Server Management Studio.md
https://community.lansweeper.com/t5/lansweeper-maintenance/convert-a-deprecated-sql-compact-database/ta-p/64509,/docs/convert-a-deprecated-sql-compact-database,Lansweeper Maintenance\Convert a deprecated SQL Compact database.md,Convert a deprecated SQL Compact database.md
https://community.lansweeper.com/t5/lansweeper-maintenance/copy-lansweeper-scanning-server-configuration-to-a-different-server/ta-p/64904,/docs/copy-lansweeper-scanning-server-configuration-to-a-different-server,Lansweeper Maintenance\Copy Lansweeper scanning server configuration to a different server.md,Copy Lansweeper scanning server configuration to a different server.md
https://community.lansweeper.com/t5/lansweeper-maintenance/disable-iis-express-logging/ta-p/64300,/docs/disable-iis-express-logging,Lansweeper Maintenance\Disable IIS Express logging.md,Disable IIS Express logging.md
https://community.lansweeper.com/t5/lansweeper-maintenance/enable-the-lansweeper-scan-server-to-auto-update/ta-p/79957,/docs/enable-the-lansweeper-scan-server-to-auto-update,Lansweeper Maintenance\Enable the Lansweeper scan server to auto-update.md,Enable the Lansweeper scan server to auto-update.md
https://community.lansweeper.com/t5/lansweeper-maintenance/how-to-use-the-configeditor-tool/ta-p/64421,/docs/how-to-use-the-configeditor-tool,Lansweeper Maintenance\How to use the ConfigEditor tool.md,How to use the ConfigEditor tool.md
https://community.lansweeper.com/t5/lansweeper-maintenance/identify-which-database-server-lansweeper-is-using/ta-p/64506,/docs/identify-which-database-server-lansweeper-is-using,Lansweeper Maintenance\Identify which database server Lansweeper is using.md,Identify which database server Lansweeper is using.md
https://community.lansweeper.com/t5/lansweeper-maintenance/impact-of-a-lansweeper-migration-on-lsagent-scanning/ta-p/64554,/docs/impact-of-a-lansweeper-migration-on-lsagent-scanning,Lansweeper Maintenance\Impact of a Lansweeper migration on LsAgent scanning.md,Impact of a Lansweeper migration on LsAgent scanning.md
https://community.lansweeper.com/t5/lansweeper-maintenance/move-your-database-from-sql-compact-to-sql-server/ta-p/64307,/docs/move-your-database-from-sql-compact-to-sql-server,Lansweeper Maintenance\Move your database from SQL Compact to SQL Server.md,Move your database from SQL Compact to SQL Server.md
https://community.lansweeper.com/t5/lansweeper-maintenance/move-your-database-from-sql-localdb-to-sql-server/ta-p/64505,/docs/move-your-database-from-sql-localdb-to-sql-server,Lansweeper Maintenance\Move your database from SQL LocalDB to SQL Server.md,Move your database from SQL LocalDB to SQL Server.md
https://community.lansweeper.com/t5/lansweeper-maintenance/move-your-lansweeper-installation-to-a-different-server/ta-p/64270,/docs/move-your-lansweeper-installation-to-a-different-server,Lansweeper Maintenance\Move your Lansweeper installation to a different server.md,Move your Lansweeper installation to a different server.md
https://community.lansweeper.com/t5/lansweeper-maintenance/move-your-sql-server-database-to-a-different-server-or-sql-server-instance/ta-p/64388,/docs/move-your-sql-server-database-to-a-different-server-or-sql-server-instance,Lansweeper Maintenance\Move your SQL Server database to a different server or SQL Server instance.md,Move your SQL Server database to a different server or SQL Server instance.md
https://community.lansweeper.com/t5/lansweeper-maintenance/perform-automated-database-cleanups/ta-p/64384,/docs/perform-automated-database-cleanups,Lansweeper Maintenance\Perform automated database cleanups.md,Perform automated database cleanups.md
https://community.lansweeper.com/t5/lansweeper-maintenance/restore-your-installation-from-a-backup/ta-p/64385,/docs/restore-your-installation-from-a-backup,Lansweeper Maintenance\Restore your installation from a backup.md,Restore your installation from a backup.md
https://community.lansweeper.com/t5/lansweeper-maintenance/update-lansweeper-on-premises/ta-p/64338,/docs/update-lansweeper-on-premises,Lansweeper Maintenance\Update Lansweeper On-premises.md,Update Lansweeper On-premises.md
https://community.lansweeper.com/t5/lansweeper-maintenance/where-are-lansweeper-data-reports-and-settings-stored/ta-p/64398,/docs/where-are-lansweeper-data-reports-and-settings-stored,"Lansweeper Maintenance\Where are Lansweeper data, reports, and settings stored.md","Where are Lansweeper data, reports, and settings stored.md"
https://community.lansweeper.com/t5/lansweeper-ot/import-scan-targets/ta-p/66631,/docs/import-scan-targets,Lansweeper Ot\Import scan targets.md,Import scan targets.md
https://community.lansweeper.com/t5/lansweeper-ot/link-network-discovery-hub-with-lansweeper-on-premises/ta-p/70777,/docs/link-network-discovery-hub-with-lansweeper-on-premises,Lansweeper Ot\Link Network Discovery Hub with Lansweeper On-premises.md,Link Network Discovery Hub with Lansweeper On-premises.md
https://community.lansweeper.com/t5/lansweeper-ot/manage-ot-assets-in-lansweeper-on-premises/ta-p/74018,/docs/manage-ot-assets-in-lansweeper-on-premises,Lansweeper Ot\Manage OT assets in Lansweeper On-premises.md,Manage OT assets in Lansweeper On-premises.md
https://community.lansweeper.com/t5/lansweeper-ot/manage-ot-assets-in-lansweeper-sites/ta-p/70991,/docs/manage-ot-assets-in-lansweeper-sites,Lansweeper Ot\Manage OT assets in Lansweeper Sites.md,Manage OT assets in Lansweeper Sites.md
https://community.lansweeper.com/t5/lansweeper-ot/ot-components-and-architecture/ta-p/65726,/docs/ot-components-and-architecture,Lansweeper Ot\OT components and architecture.md,OT components and architecture.md
https://community.lansweeper.com/t5/lansweeper-ot/ot-supported-protocols/ta-p/66858,/docs/ot-supported-protocols,Lansweeper Ot\OT supported protocols.md,OT supported protocols.md
https://community.lansweeper.com/t5/lansweeper-ot/overview-of-lansweeper-ot/ta-p/70775,/docs/overview-of-lansweeper-ot,Lansweeper Ot\Overview of Lansweeper OT.md,Overview of Lansweeper OT.md
https://community.lansweeper.com/t5/lansweeper-ot/scan-your-ot/ta-p/64599,/docs/scan-your-ot,Lansweeper Ot\Scan your OT.md,Scan your OT.md
https://community.lansweeper.com/t5/lansweeper-ot/transfer-ot-data-between-hubs/ta-p/66771,/docs/transfer-ot-data-between-hubs,Lansweeper Ot\Transfer OT data between hubs.md,Transfer OT data between hubs.md
https://community.lansweeper.com/t5/managing-assets/add-comments-to-assets/ta-p/64342,/docs/add-comments-to-assets,Managing Assets\Add comments to assets.md,Add comments to assets.md
https://community.lansweeper.com/t5/managing-assets/add-documents-to-assets/ta-p/64341,/docs/add-documents-to-assets,Managing Assets\Add documents to assets.md,Add documents to assets.md
https://community.lansweeper.com/t5/managing-assets/add-manufacturer-support-links/ta-p/64407,/docs/add-manufacturer-support-links,Managing Assets\Add manufacturer support links.md,Add manufacturer support links.md
https://community.lansweeper.com/t5/managing-assets/change-an-asset-s-asset-type/ta-p/64316,/docs/change-an-assets-asset-type,Managing Assets\Change an asset's asset type.md,Change an asset's asset type.md
https://community.lansweeper.com/t5/managing-assets/configure-and-add-data-to-asset-custom-fields/ta-p/64403,/docs/configure-and-add-data-to-asset-custom-fields,Managing Assets\Configure and add data to asset custom fields.md,Configure and add data to asset custom fields.md
https://community.lansweeper.com/t5/managing-assets/create-asset-relation-types/ta-p/64302,/docs/create-asset-relation-types,Managing Assets\Create asset relation types.md,Create asset relation types.md
https://community.lansweeper.com/t5/managing-assets/create-asset-types/ta-p/64317,/docs/create-asset-types,Managing Assets\Create asset types.md,Create asset types.md
